Java HotSpot(TM) 64-Bit Server VM (25.251-b08) for bsd-amd64 JRE (1.8.0_251-b08), built on Mar 12 2020 02:36:37 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 33554432k(906212k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-10-27T22:13:07.307-0800: 0.636: [GC (Allocation Failure) 2020-10-27T22:13:07.307-0800: 0.636: [DefNew: 139776K->7076K(157248K), 0.0118367 secs] 139776K->7076K(506816K), 0.0119409 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:09.375-0800: 62.703: [GC (Allocation Failure) 2020-10-27T22:14:09.375-0800: 62.703: [DefNew: 139843K->88K(157248K), 0.0021007 secs] 163518K->23763K(506816K), 0.0021677 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.477-0800: 62.805: [GC (Allocation Failure) 2020-10-27T22:14:09.477-0800: 62.805: [DefNew: 139864K->80K(157248K), 0.0021428 secs] 163539K->23755K(506816K), 0.0022124 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.584-0800: 62.912: [GC (Allocation Failure) 2020-10-27T22:14:09.584-0800: 62.912: [DefNew: 139856K->86K(157248K), 0.0021573 secs] 163531K->23762K(506816K), 0.0022380 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.683-0800: 63.011: [GC (Allocation Failure) 2020-10-27T22:14:09.683-0800: 63.011: [DefNew: 139862K->82K(157248K), 0.0023120 secs] 163538K->23757K(506816K), 0.0023913 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.782-0800: 63.110: [GC (Allocation Failure) 2020-10-27T22:14:09.782-0800: 63.110: [DefNew: 139858K->52K(157248K), 0.0023205 secs] 163533K->23728K(506816K), 0.0024096 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.876-0800: 63.204: [GC (Allocation Failure) 2020-10-27T22:14:09.876-0800: 63.204: [DefNew: 139828K->74K(157248K), 0.0020777 secs] 163504K->23749K(506816K), 0.0021622 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.970-0800: 63.298: [GC (Allocation Failure) 2020-10-27T22:14:09.970-0800: 63.298: [DefNew: 139850K->77K(157248K), 0.0025653 secs] 163525K->23752K(506816K), 0.0026561 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.069-0800: 63.397: [GC (Allocation Failure) 2020-10-27T22:14:10.069-0800: 63.397: [DefNew: 139853K->72K(157248K), 0.0021901 secs] 163528K->23747K(506816K), 0.0023371 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:10.165-0800: 63.493: [GC (Allocation Failure) 2020-10-27T22:14:10.165-0800: 63.493: [DefNew: 139848K->74K(157248K), 0.0021839 secs] 163523K->23750K(506816K), 0.0022651 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.265-0800: 63.593: [GC (Allocation Failure) 2020-10-27T22:14:10.265-0800: 63.594: [DefNew: 139850K->66K(157248K), 0.0020894 secs] 163526K->23741K(506816K), 0.0021584 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.361-0800: 63.689: [GC (Allocation Failure) 2020-10-27T22:14:10.361-0800: 63.689: [DefNew: 139834K->51K(157248K), 0.0020203 secs] 163510K->23726K(506816K), 0.0020877 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.455-0800: 63.783: [GC (Allocation Failure) 2020-10-27T22:14:10.455-0800: 63.783: [DefNew: 139827K->57K(157248K), 0.0021248 secs] 163502K->23733K(506816K), 0.0022047 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.552-0800: 63.880: [GC (Allocation Failure) 2020-10-27T22:14:10.552-0800: 63.880: [DefNew: 139833K->73K(157248K), 0.0023334 secs] 163509K->23749K(506816K), 0.0024153 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.647-0800: 63.975: [GC (Allocation Failure) 2020-10-27T22:14:10.647-0800: 63.976: [DefNew: 139849K->84K(157248K), 0.0025423 secs] 163525K->23759K(506816K), 0.0026289 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:10.748-0800: 64.076: [GC (Allocation Failure) 2020-10-27T22:14:10.748-0800: 64.076: [DefNew: 139860K->62K(157248K), 0.0022093 secs] 163535K->23738K(506816K), 0.0022869 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:10.845-0800: 64.173: [GC (Allocation Failure) 2020-10-27T22:14:10.845-0800: 64.173: [DefNew: 139838K->54K(157248K), 0.0020425 secs] 163514K->23730K(506816K), 0.0021110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:10.944-0800: 64.273: [GC (Allocation Failure) 2020-10-27T22:14:10.944-0800: 64.273: [DefNew: 139830K->54K(157248K), 0.0022020 secs] 163506K->23730K(506816K), 0.0022778 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:11.046-0800: 64.374: [GC (Allocation Failure) 2020-10-27T22:14:11.046-0800: 64.374: [DefNew: 139830K->94K(157248K), 0.0024326 secs] 163506K->23770K(506816K), 0.0025170 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:11.144-0800: 64.472: [GC (Allocation Failure) 2020-10-27T22:14:11.144-0800: 64.472: [DefNew: 139870K->61K(157248K), 0.0021479 secs] 163546K->23737K(506816K), 0.0022269 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:11.244-0800: 64.572: [GC (Allocation Failure) 2020-10-27T22:14:11.244-0800: 64.572: [DefNew: 139837K->87K(157248K), 0.0021771 secs] 163513K->23763K(506816K), 0.0022559 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:11.341-0800: 64.669: [GC (Allocation Failure) 2020-10-27T22:14:11.341-0800: 64.669: [DefNew: 139863K->73K(157248K), 0.0022319 secs] 163539K->23749K(506816K), 0.0023011 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:11.439-0800: 64.768: [GC (Allocation Failure) 2020-10-27T22:14:11.440-0800: 64.768: [DefNew: 139849K->78K(157248K), 0.0020944 secs] 163525K->23753K(506816K), 0.0021626 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:11.541-0800: 64.869: [GC (Allocation Failure) 2020-10-27T22:14:11.541-0800: 64.869: [DefNew: 139854K->79K(157248K), 0.0021085 secs] 163529K->23754K(506816K), 0.0021791 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.079-0800: 66.407: [GC (Allocation Failure) 2020-10-27T22:14:13.079-0800: 66.407: [DefNew: 139855K->74K(157248K), 0.0020619 secs] 163530K->23749K(506816K), 0.0021407 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:13.166-0800: 66.494: [GC (Allocation Failure) 2020-10-27T22:14:13.166-0800: 66.494: [DefNew: 139850K->69K(157248K), 0.0021703 secs] 163525K->23745K(506816K), 0.0022463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.266-0800: 66.594: [GC (Allocation Failure) 2020-10-27T22:14:13.266-0800: 66.594: [DefNew: 139845K->75K(157248K), 0.0022722 secs] 163521K->23750K(506816K), 0.0023507 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.362-0800: 66.690: [GC (Allocation Failure) 2020-10-27T22:14:13.362-0800: 66.690: [DefNew: 139795K->85K(157248K), 0.0025091 secs] 163471K->23761K(506816K), 0.0025917 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.453-0800: 66.781: [GC (Allocation Failure) 2020-10-27T22:14:13.453-0800: 66.781: [DefNew: 139861K->94K(157248K), 0.0022625 secs] 163537K->23771K(506816K), 0.0023413 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.556-0800: 66.884: [GC (Allocation Failure) 2020-10-27T22:14:13.556-0800: 66.884: [DefNew: 139870K->79K(157248K), 0.0020954 secs] 163547K->23756K(506816K), 0.0021633 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.650-0800: 66.979: [GC (Allocation Failure) 2020-10-27T22:14:13.650-0800: 66.979: [DefNew: 139855K->81K(157248K), 0.0022096 secs] 163532K->23758K(506816K), 0.0022835 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.745-0800: 67.073: [GC (Allocation Failure) 2020-10-27T22:14:13.745-0800: 67.073: [DefNew: 139857K->75K(157248K), 0.0023695 secs] 163534K->23752K(506816K), 0.0024585 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:13.842-0800: 67.170: [GC (Allocation Failure) 2020-10-27T22:14:13.842-0800: 67.170: [DefNew: 139851K->83K(157248K), 0.0022224 secs] 163528K->23760K(506816K), 0.0023078 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:14.425-0800: 67.753: [GC (Allocation Failure) 2020-10-27T22:14:14.425-0800: 67.753: [DefNew: 139859K->79K(157248K), 0.0022751 secs] 163536K->23758K(506816K), 0.0023731 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:14.513-0800: 67.841: [GC (Allocation Failure) 2020-10-27T22:14:14.513-0800: 67.841: [DefNew: 139855K->62K(157248K), 0.0023296 secs] 163534K->23740K(506816K), 0.0024737 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:14.609-0800: 67.937: [GC (Allocation Failure) 2020-10-27T22:14:14.609-0800: 67.937: [DefNew: 139838K->61K(157248K), 0.0022155 secs] 163516K->23739K(506816K), 0.0023036 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:14.704-0800: 68.032: [GC (Allocation Failure) 2020-10-27T22:14:14.704-0800: 68.032: [DefNew: 139837K->96K(157248K), 0.0022118 secs] 163515K->23774K(506816K), 0.0022973 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:14.799-0800: 68.127: [GC (Allocation Failure) 2020-10-27T22:14:14.799-0800: 68.127: [DefNew: 139872K->62K(157248K), 0.0022682 secs] 163550K->23741K(506816K), 0.0023586 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:14.897-0800: 68.225: [GC (Allocation Failure) 2020-10-27T22:14:14.897-0800: 68.225: [DefNew: 139838K->77K(157248K), 0.0021303 secs] 163517K->23755K(506816K), 0.0022385 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:14.997-0800: 68.325: [GC (Allocation Failure) 2020-10-27T22:14:14.997-0800: 68.326: [DefNew: 139853K->78K(157248K), 0.0022465 secs] 163531K->23756K(506816K), 0.0023311 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:15.102-0800: 68.430: [GC (Allocation Failure) 2020-10-27T22:14:15.102-0800: 68.430: [DefNew: 139854K->83K(157248K), 0.0022471 secs] 163532K->23761K(506816K), 0.0023549 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:15.204-0800: 68.532: [GC (Allocation Failure) 2020-10-27T22:14:15.204-0800: 68.532: [DefNew: 139859K->80K(157248K), 0.0021901 secs] 163537K->23758K(506816K), 0.0022869 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:15.727-0800: 69.055: [GC (Allocation Failure) 2020-10-27T22:14:15.727-0800: 69.055: [DefNew: 139856K->87K(157248K), 0.0021181 secs] 163534K->23766K(506816K), 0.0022086 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:15.820-0800: 69.149: [GC (Allocation Failure) 2020-10-27T22:14:15.821-0800: 69.149: [DefNew: 139863K->79K(157248K), 0.0022063 secs] 163542K->23758K(506816K), 0.0022921 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:15.919-0800: 69.247: [GC (Allocation Failure) 2020-10-27T22:14:15.919-0800: 69.247: [DefNew: 139855K->74K(157248K), 0.0021715 secs] 163534K->23754K(506816K), 0.0022623 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:16.031-0800: 69.359: [GC (Allocation Failure) 2020-10-27T22:14:16.031-0800: 69.359: [DefNew: 139850K->82K(157248K), 0.0020344 secs] 163530K->23762K(506816K), 0.0021168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:16.127-0800: 69.455: [GC (Allocation Failure) 2020-10-27T22:14:16.127-0800: 69.455: [DefNew: 139858K->68K(157248K), 0.0020197 secs] 163538K->23747K(506816K), 0.0021002 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:16.223-0800: 69.551: [GC (Allocation Failure) 2020-10-27T22:14:16.223-0800: 69.551: [DefNew: 139844K->68K(157248K), 0.0020652 secs] 163523K->23748K(506816K), 0.0021425 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:16.321-0800: 69.649: [GC (Allocation Failure) 2020-10-27T22:14:16.321-0800: 69.649: [DefNew: 139844K->60K(157248K), 0.0024943 secs] 163524K->23740K(506816K), 0.0025801 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:16.963-0800: 70.291: [GC (Allocation Failure) 2020-10-27T22:14:16.963-0800: 70.291: [DefNew: 139836K->73K(157248K), 0.0019498 secs] 163516K->23753K(506816K), 0.0020349 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:17.052-0800: 70.380: [GC (Allocation Failure) 2020-10-27T22:14:17.052-0800: 70.380: [DefNew: 139849K->76K(157248K), 0.0025264 secs] 163529K->23756K(506816K), 0.0026277 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:17.148-0800: 70.476: [GC (Allocation Failure) 2020-10-27T22:14:17.148-0800: 70.476: [DefNew: 139852K->88K(157248K), 0.0024343 secs] 163532K->23768K(506816K), 0.0025247 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:17.242-0800: 70.570: [GC (Allocation Failure) 2020-10-27T22:14:17.242-0800: 70.570: [DefNew: 139864K->78K(157248K), 0.0021002 secs] 163544K->23757K(506816K), 0.0021794 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:17.336-0800: 70.664: [GC (Allocation Failure) 2020-10-27T22:14:17.336-0800: 70.664: [DefNew: 139854K->79K(157248K), 0.0022363 secs] 163533K->23759K(506816K), 0.0023307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:17.433-0800: 70.761: [GC (Allocation Failure) 2020-10-27T22:14:17.433-0800: 70.761: [DefNew: 139855K->84K(157248K), 0.0022228 secs] 163535K->23763K(506816K), 0.0023149 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:17.528-0800: 70.856: [GC (Allocation Failure) 2020-10-27T22:14:17.528-0800: 70.856: [DefNew: 139860K->72K(157248K), 0.0020142 secs] 163539K->23751K(506816K), 0.0020914 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:18.180-0800: 71.508: [GC (Allocation Failure) 2020-10-27T22:14:18.180-0800: 71.508: [DefNew: 139848K->68K(157248K), 0.0022738 secs] 163527K->23748K(506816K), 0.0023571 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:18.267-0800: 71.595: [GC (Allocation Failure) 2020-10-27T22:14:18.267-0800: 71.595: [DefNew: 139844K->56K(157248K), 0.0024584 secs] 163524K->23735K(506816K), 0.0025564 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:18.360-0800: 71.688: [GC (Allocation Failure) 2020-10-27T22:14:18.360-0800: 71.688: [DefNew: 139832K->74K(157248K), 0.0023195 secs] 163511K->23753K(506816K), 0.0024083 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:18.454-0800: 71.782: [GC (Allocation Failure) 2020-10-27T22:14:18.454-0800: 71.782: [DefNew: 139850K->87K(157248K), 0.0026319 secs] 163529K->23766K(506816K), 0.0027252 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:18.545-0800: 71.874: [GC (Allocation Failure) 2020-10-27T22:14:18.546-0800: 71.874: [DefNew: 139825K->76K(157248K), 0.0023024 secs] 163505K->23755K(506816K), 0.0023975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:18.637-0800: 71.965: [GC (Allocation Failure) 2020-10-27T22:14:18.637-0800: 71.965: [DefNew: 139852K->126K(157248K), 0.0026134 secs] 163531K->23806K(506816K), 0.0027125 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:18.728-0800: 72.056: [GC (Allocation Failure) 2020-10-27T22:14:18.728-0800: 72.056: [DefNew: 139902K->73K(157248K), 0.0023160 secs] 163582K->23753K(506816K), 0.0024034 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:18.823-0800: 72.151: [GC (Allocation Failure) 2020-10-27T22:14:18.823-0800: 72.151: [DefNew: 139849K->97K(157248K), 0.0021649 secs] 163529K->23777K(506816K), 0.0022527 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.344-0800: 72.672: [GC (Allocation Failure) 2020-10-27T22:14:19.344-0800: 72.672: [DefNew: 139873K->55K(157248K), 0.0019868 secs] 163553K->23735K(506816K), 0.0020699 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.433-0800: 72.761: [GC (Allocation Failure) 2020-10-27T22:14:19.433-0800: 72.761: [DefNew: 139831K->66K(157248K), 0.0022787 secs] 163511K->23746K(506816K), 0.0023679 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.524-0800: 72.852: [GC (Allocation Failure) 2020-10-27T22:14:19.524-0800: 72.852: [DefNew: 139842K->110K(157248K), 0.0022700 secs] 163522K->23790K(506816K), 0.0023560 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.616-0800: 72.944: [GC (Allocation Failure) 2020-10-27T22:14:19.616-0800: 72.944: [DefNew: 139886K->67K(157248K), 0.0020414 secs] 163566K->23746K(506816K), 0.0021188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.706-0800: 73.034: [GC (Allocation Failure) 2020-10-27T22:14:19.706-0800: 73.034: [DefNew: 139843K->75K(157248K), 0.0022334 secs] 163522K->23755K(506816K), 0.0023194 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.798-0800: 73.126: [GC (Allocation Failure) 2020-10-27T22:14:19.798-0800: 73.126: [DefNew: 139851K->99K(157248K), 0.0023514 secs] 163531K->23779K(506816K), 0.0024474 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:19.890-0800: 73.218: [GC (Allocation Failure) 2020-10-27T22:14:19.890-0800: 73.218: [DefNew: 139875K->82K(157248K), 0.0023604 secs] 163555K->23762K(506816K), 0.0024565 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:19.980-0800: 73.308: [GC (Allocation Failure) 2020-10-27T22:14:19.980-0800: 73.308: [DefNew: 139858K->81K(157248K), 0.0022980 secs] 163538K->23761K(506816K), 0.0023943 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:20.075-0800: 73.403: [GC (Allocation Failure) 2020-10-27T22:14:20.075-0800: 73.403: [DefNew: 139857K->59K(157248K), 0.0022598 secs] 163537K->23739K(506816K), 0.0023744 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:20.177-0800: 73.505: [GC (Allocation Failure) 2020-10-27T22:14:20.177-0800: 73.505: [DefNew: 139835K->53K(157248K), 0.0023723 secs] 163515K->23733K(506816K), 0.0024642 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:20.592-0800: 73.920: [GC (Allocation Failure) 2020-10-27T22:14:20.592-0800: 73.920: [DefNew: 139829K->86K(157248K), 0.0020161 secs] 163509K->23765K(506816K), 0.0020940 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:20.687-0800: 74.015: [GC (Allocation Failure) 2020-10-27T22:14:20.687-0800: 74.015: [DefNew: 139862K->116K(157248K), 0.0023998 secs] 163541K->23796K(506816K), 0.0024880 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:20.780-0800: 74.108: [GC (Allocation Failure) 2020-10-27T22:14:20.780-0800: 74.108: [DefNew: 139892K->95K(157248K), 0.0024111 secs] 163572K->23775K(506816K), 0.0025034 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:20.873-0800: 74.201: [GC (Allocation Failure) 2020-10-27T22:14:20.873-0800: 74.201: [DefNew: 139871K->56K(157248K), 0.0021930 secs] 163551K->23738K(506816K), 0.0022820 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:20.965-0800: 74.293: [GC (Allocation Failure) 2020-10-27T22:14:20.965-0800: 74.293: [DefNew: 139832K->83K(157248K), 0.0022806 secs] 163514K->23765K(506816K), 0.0023683 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:21.057-0800: 74.385: [GC (Allocation Failure) 2020-10-27T22:14:21.057-0800: 74.385: [DefNew: 139859K->82K(157248K), 0.0023938 secs] 163541K->23764K(506816K), 0.0024951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:21.150-0800: 74.478: [GC (Allocation Failure) 2020-10-27T22:14:21.150-0800: 74.478: [DefNew: 139858K->52K(157248K), 0.0020709 secs] 163540K->23733K(506816K), 0.0021612 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:21.243-0800: 74.571: [GC (Allocation Failure) 2020-10-27T22:14:21.243-0800: 74.571: [DefNew: 139828K->91K(157248K), 0.0022921 secs] 163509K->23772K(506816K), 0.0024333 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:21.342-0800: 74.670: [GC (Allocation Failure) 2020-10-27T22:14:21.342-0800: 74.670: [DefNew: 139867K->70K(157248K), 0.0022169 secs] 163548K->23752K(506816K), 0.0023031 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:21.835-0800: 75.163: [GC (Allocation Failure) 2020-10-27T22:14:21.835-0800: 75.163: [DefNew: 139846K->58K(157248K), 0.0018545 secs] 163528K->23740K(506816K), 0.0019300 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:21.923-0800: 75.251: [GC (Allocation Failure) 2020-10-27T22:14:21.923-0800: 75.251: [DefNew: 139834K->63K(157248K), 0.0021902 secs] 163516K->23744K(506816K), 0.0023050 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.017-0800: 75.345: [GC (Allocation Failure) 2020-10-27T22:14:22.017-0800: 75.345: [DefNew: 139839K->100K(157248K), 0.0022490 secs] 163520K->23781K(506816K), 0.0023426 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.107-0800: 75.435: [GC (Allocation Failure) 2020-10-27T22:14:22.107-0800: 75.435: [DefNew: 139876K->71K(157248K), 0.0021509 secs] 163557K->23753K(506816K), 0.0022395 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:22.200-0800: 75.528: [GC (Allocation Failure) 2020-10-27T22:14:22.200-0800: 75.528: [DefNew: 139847K->53K(157248K), 0.0020988 secs] 163529K->23735K(506816K), 0.0022172 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.294-0800: 75.622: [GC (Allocation Failure) 2020-10-27T22:14:22.294-0800: 75.622: [DefNew: 139829K->80K(157248K), 0.0021189 secs] 163511K->23762K(506816K), 0.0022067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.385-0800: 75.713: [GC (Allocation Failure) 2020-10-27T22:14:22.385-0800: 75.713: [DefNew: 139856K->56K(157248K), 0.0021073 secs] 163538K->23738K(506816K), 0.0021989 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.478-0800: 75.806: [GC (Allocation Failure) 2020-10-27T22:14:22.478-0800: 75.806: [DefNew: 139832K->76K(157248K), 0.0021573 secs] 163514K->23758K(506816K), 0.0022448 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:22.571-0800: 75.899: [GC (Allocation Failure) 2020-10-27T22:14:22.571-0800: 75.899: [DefNew: 139852K->58K(157248K), 0.0020672 secs] 163534K->23741K(506816K), 0.0021586 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.665-0800: 75.993: [GC (Allocation Failure) 2020-10-27T22:14:22.665-0800: 75.993: [DefNew: 139834K->70K(157248K), 0.0019902 secs] 163517K->23752K(506816K), 0.0020728 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:22.759-0800: 76.087: [GC (Allocation Failure) 2020-10-27T22:14:22.759-0800: 76.087: [DefNew: 139846K->69K(157248K), 0.0021591 secs] 163528K->23751K(506816K), 0.0022498 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:23.177-0800: 76.505: [GC (Allocation Failure) 2020-10-27T22:14:23.177-0800: 76.505: [DefNew: 139845K->93K(157248K), 0.0023518 secs] 163527K->23775K(506816K), 0.0024471 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:23.271-0800: 76.599: [GC (Allocation Failure) 2020-10-27T22:14:23.271-0800: 76.599: [DefNew: 139869K->72K(157248K), 0.0022212 secs] 163551K->23754K(506816K), 0.0023105 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:23.365-0800: 76.693: [GC (Allocation Failure) 2020-10-27T22:14:23.365-0800: 76.693: [DefNew: 139848K->58K(157248K), 0.0021914 secs] 163530K->23741K(506816K), 0.0022790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:23.456-0800: 76.784: [GC (Allocation Failure) 2020-10-27T22:14:23.456-0800: 76.784: [DefNew: 139834K->54K(157248K), 0.0020946 secs] 163517K->23736K(506816K), 0.0021794 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:23.548-0800: 76.876: [GC (Allocation Failure) 2020-10-27T22:14:23.548-0800: 76.876: [DefNew: 139830K->76K(157248K), 0.0024733 secs] 163512K->23759K(506816K), 0.0025688 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
